text;label
sinh viên đạt điều kiện trúng tuyển của chương trình, ngành đào tạo chuyển sang học trong cùng khóa tuyển sinh.;__label__Dao_tao
chương trình, ngành đào tạo đáp ứng đủ các điều kiện bảo đảm chất lượng, chưa vượt quá năng lực đào tạo theo quy định hiện hành của bộ giáo dục và đào tạo. trường hợp số lượng sinh viên đăng ký;__label__Dao_tao
sinh viên đăng ký chuyển sang một chương trình, một ngành đào tạo nhiều hơn số lượng sinh viên có thể được phép chuyển sang học chương trình, ngành đào tạo đó trong cùng khóa tuyển sinh vượt quá năng;__label__Dao_tao
sinh vượt quá năng lực đào tạo thì xem xét đến điều kiện phụ để xét chọn cho đến khi đủ chỉ tiêu đã xác định trong năm tuyển sinh, theo nguyên tắc được sắp xếp theo thứ tự từ cao đến thấp là điểm;__label__Dao_tao
đến thấp là điểm trung bình chung tích lũy của CTĐT (chương trình đào tạo) hiện đang theo học. trường hợp sinh viên có cùng mức điểm trung bình chung tích lũy thì xem xét đến điểm trung bình rèn;__label__Dao_tao
điểm trung bình rèn luyện cao hơn trường hợp sinh viên có cùng mức điểm trung bình rèn luyện thì xem xét đến khối lượng tín chỉ đã tích lũy cao hơn của CTĐT (chương trình đào tạo) đang theo học tại thời điểm xét chọn;__label__Dao_tao
được sự đồng ý của trưởng đơn vị đào tạo hiệu trưởng trường chuyên ngành/trưởng khoa/viện trưởng phụ trách chương trình, ngành đào tạo chuyển sang và của hiệu trưởng trường ĐHCT (đại học cần thơ).;__label__Dao_tao
hồ sơ đề nghị xét chuyển sang học một chương trình, một ngành đào tạo khác;__label__Dao_tao
sinh viên làm đơn đề nghị xét chuyển sang học một chương trình, một ngành đào tạo khác theo mẫu đính kèm và gửi đến phòng công tác sinh viên theo thời gian quy định của nhà trường và bảng điểm có xác nhận của trường.;__label__Dao_tao
các đợt tiếp nhận xét chuyển sang học một chương trình, một ngành đào tạo khác hằng năm, trường có 02 đợt tiếp nhận về việc xét chuyển sang học một chương trình, một ngành đào tạo khác. kế hoạch thực hiện cụ thể sẽ có thông báo riêng cho tất cả sinh viên có nhu cầu.;__label__Dao_tao
"quy trình thực hiện, sinh viên chuẩn bị hồ sơ được quy định tại mục 3.
bước 1: lập hồ sơ  
phòng công tác sinh viên phối hợp phòng đào tạo công bố chỉ tiêu ngành, năng lực đào tạo số lượng cụ thể từng ngành có thể tiếp nhận chuyên ngành.";__label__Dao_tao
"bước 2: nộp hồ sơ  
sinh viên nộp hồ sơ theo quy định tại mục 3 về phòng công tác sinh viên trong thời gian quy định tại mục 4.";__label__Dao_tao
"bước 3: xét duyệt hồ sơ  
phòng công tác sinh viên phối hợp với phòng đào tạo rà soát, đối chiều các điều kiện theo quy định.";__label__Dao_tao
điều 3. chương trình đào tạo, bản mô tả chương trình đào tạo và chương trình dạy học;__label__Dao_tao
chương trình đào tạo của mỗi ngành học được xây dựng theo đơn vị tín chỉ, cấu trúc từ các học phần thuộc khối kiến thức giáo dục đại cương và giáo dục chuyên nghiệp, trong đó có đủ các học phần bắt;__label__Dao_tao
đủ các học phần bắt buộc và đáp ứng chuẩn chương trình đào tạo theo quy định hiện hành của bộ giáo dục và đào tạo. sinh viên phải tích lũy đủ các học phần và khối lượng tín chỉ tối thiểu theo yêu cầu của chương trình đào tạo để được xét cấp bằng tốt nghiệp.;__label__Dao_tao
bản mô tả chương trình đào tạo và chương trình dạy học được xây dựng căn cứ vào chương trình đào tạo, gồm các nội dung: thông tin chung về chương trình đào tạo thông tin về đối sánh giữa chương trình;__label__Dao_tao
giữa chương trình đào tạo với các chương trình tương tự trong và ngoài nước thông tin về kết quả đánh giá hoặc kiểm định chất lượng chương trình đào tạo mục tiêu đào tạo của chương trình đào tạo;__label__Dao_tao
trình đào tạo chuẩn đầu ra của chương trình đào tạo ma trận tương thích giữa mục tiêu đào tạo và chuẩn đầu ra của chương trình đào tạo ma trận tương thích giữa các học phần trong chương trình dạy học;__label__Dao_tao
trình dạy học và chuẩn đầu ra của chương trình đào tạo tiêu chí tuyển sinh vị trí việc làm cấu trúc chương trình dạy học khung chương trình đào tạo với các học phần được bố trí theo khối kiến thức kế;__label__Dao_tao
khối kiến thức kế hoạch dạy học là chương trình đào tạo với các học phần được bố trí theo học kỳ trong thời gian thiết kế của chương trình đào tạo sau đây gọi là kế hoạch học tập chuẩn toàn khóa tóm;__label__Dao_tao
chuẩn toàn khóa tóm tắt các học phần đính kèm đề cương chi tiết các học phần phương pháp giảng dạy và học tập phương pháp đánh giá.;__label__Dao_tao
một số học phần thuộc chương trình đào tạo có thể được tổ chức lớp học bằng phương thức dạy và học trực tuyến một phần hoặc toàn bộ học phần khi đáp ứng các quy định hiện hành. những nội dung dạy và;__label__Dao_tao
nội dung dạy và học trực tuyến được ghi trong đề cương chi tiết học phần. tổng khối lượng tính theo tín chỉ được thực hiện bằng phương thức dạy và học trực tuyến không quá 30% khối lượng của chương;__label__Dao_tao
lượng của chương trình đào tạo. trong trường hợp thiên tai, dịch bệnh phức tạp và các trường hợp bất khả kháng khác, trường đại học cần thơ có thể thực hiện việc dạy và học bằng phương thức trực tuyến theo yêu cầu và hướng dẫn của nhà nước.;__label__Dao_tao
chương trình đào tạo, bản mô tả chương trình đào tạo và chương trình dạy học được công khai tại trang thông tin điện tử của trường và đơn vị đào tạo để sinh viên và các bên liên quan được biết.;__label__Dao_tao
"điều 6. học kỳ  
mỗi năm học được tổ chức thành 03 học kỳ gọi là học kỳ 1, học kỳ 2 và học kỳ 3.
mỗi học kỳ kéo dài 15 tuần, trong đó có 11 tuần dạy và 1 tuần dự trữ và tổ chức thi những học phần thi riêng, 1 tuần tổ chức thi những học phần thi riêng còn lại, 2 tuần tổ chức thi những học phần thi chung và xử lý kết quả đánh giá học phần.";__label__Dao_tao
học kỳ 1 bắt đầu từ tuần thứ 37 đến tuần thứ 51 của năm học kỳ 2 bắt đầu từ tuần thứ 01 đến tuần thứ 17 của năm bao gồm 2 tuần nghỉ tết nguyên đán học kỳ 3 bắt đầu từ tuần thứ 20 đến tuần thứ 34 của;__label__Dao_tao
đến tuần thứ 34 của năm. tuần nghỉ giữa các học kỳ là tuần thứ 18, 19, 35, 36, 52 và tuần thứ 53 nếu có của năm.;__label__Dao_tao
"điều 7. học phần, lớp học phần và lớp chuyên ngành  

học phần là lượng kiến thức tương đối trọn vẹn được dạy trong 1 học kỳ. mỗi học phần có tên riêng và được ký hiệu bằng một mã số.";__label__Dao_tao
"học phần bắt buộc là học phần sinh viên phải tích lũy.  
học phần tự chọn là học phần sinh viên tự lựa chọn để tích lũy.";__label__Dao_tao
học phần tiên quyết của học phần hpxxx là học phần mà sinh viên phải tích lũy mới được đăng ký học học phần hpxxx.;__label__Dao_tao
học phần song hành của học phần hpxxx là học phần mà sinh viên phải học trước hoặc học cùng lúc với học phần hpxxx.;__label__Dao_tao
học phần điều kiện bao gồm các học phần giáo dục quốc phòng và an ninh, giáo dục thể chất, ngoại ngữ căn bản, tin học căn bản là học phần mà sinh viên phải hoàn thành nhưng kết quả học phần không;__label__Dao_tao
quả học phần không dùng để tính điểm trung bình chung tích lũy ngoài ra, điểm học phần giáo dục thể chất không dùng để tính điểm trung bình chung học kỳ và điểm trung bình chung năm học.;__label__Dao_tao
lớp học phần được dạy và học trực tiếp hoặc trực tuyến là lớp bao gồm những sinh viên đăng ký học cùng thời khóa biểu của một học phần trong học kỳ. trong một học kỳ, mỗi học phần có thể có nhiều lớp học phần có thời khóa biểu với mã số khác nhau và có giảng viên phụ trách.;__label__Dao_tao
lớp chuyên ngành là lớp được hình thành từ đầu khóa học cho đến cuối khóa học. tổ chức lớp chuyên ngành để duy trì những sinh hoạt đoàn thể, lao động, xét kết quả rèn luyện, xét khen thưởng, phổ biến;__label__Dao_tao
thưởng, phổ biến những thông tin của trường, đơn vị đào tạo đến sinh viên. mỗi lớp chuyên ngành có mã số riêng và được bố trí một cố vấn học tập để tư vấn và hỗ trợ sinh viên.;__label__Dao_tao
"điều 8. khối lượng học tập, tín chỉ và giờ giảng dạy
khối lượng học tập của mỗi chương trình đào tạo hoặc của mỗi học phần trong chương trình đào tạo được xác định bằng số tín chỉ. khối lượng học tập tối thiểu của một chương trình đào tạo phải phù hợp với yêu cầu của khung trình độ quốc gia việt nam.";__label__Dao_tao
một tín chỉ được tính tương đương 50 giờ học tập định mức của sinh viên, bao gồm cả thời gian dự giờ giảng, giờ học có hướng dẫn, tự học, nghiên cứu, trải nghiệm và dự kiểm tra, đánh giá.;__label__Dao_tao
đối với hoạt động dạy học trên lớp, một tín chỉ yêu cầu thực hiện tối thiểu 15 giờ giảng trên lớp và 30 giờ tự học, chuẩn bị cá nhân có hướng dẫn hoặc 30 giờ thực hành, thí nghiệm, thảo luận và 15;__label__Dao_tao
thảo luận và 15 giờ tự học, chuẩn bị cá nhân có hướng dẫn. ngoài ra, một tín chỉ yêu cầu thực hiện tối thiểu 1 giờ cho các hoạt động thực tập tại cơ sở, làm tiểu luận, bài tập lớn, đồ án, niên luận, tiểu luận tốt nghiệp, luận văn tốt nghiệp. một giờ giảng trên lớp sau đây gọi là tiết được tính bằng 50 phút.;__label__Dao_tao
điều 12. chuyển cơ sở đào tạo, chuyển ngành, chuyển hình thức học. trao đổi sinh viên và hợp tác trong đào tạo. sinh viên được xem xét chuyển cơ sở đào tạo khi có đủ các điều kiện sau:;__label__Dao_tao
không đang là sinh viên trình độ năm thứ nhất hoặc năm cuối khóa, không thuộc diện bị xem xét buộc thôi học và còn đủ thời gian học tập theo quy định.;__label__Dao_tao
sinh viên đạt điều kiện trúng tuyển của chương trình, ngành đào tạo cùng khóa tuyển sinh tại nơi chuyển đến.;__label__Dao_tao
nơi chuyển đến có đủ các điều kiện bảo đảm chất lượng, chưa vượt quá năng lực đào tạo đối với chương trình, ngành đào tạo đó theo quy định hiện hành của bộ giáo dục và đào tạo.;__label__Dao_tao
được sự đồng ý của hiệu trưởng cơ sở đào tạo xin chuyển đi và hiệu trưởng cơ sở đào tạo xin chuyển đến.;__label__Dao_tao
sinh viên từ khóa 47 trở về sau được xem xét chuyển sang học một chương trình, một ngành đào tạo khác khi có đủ các điều kiện sau:;__label__Dao_tao
không đang là sinh viên trình độ năm thứ nhất hoặc năm cuối khóa, không thuộc diện bị xem xét buộc thôi học và còn đủ thời gian học tập theo quy định.;__label__Dao_tao
sinh viên đạt điều kiện trúng tuyển của chương trình, ngành đào tạo trong cùng khóa tuyển sinh.;__label__Dao_tao
chương trình, ngành đào tạo đáp ứng đủ các điều kiện bảo đảm chất lượng, chưa vượt quá năng lực đào tạo theo quy định hiện hành của bộ giáo dục và đào tạo.;__label__Dao_tao
được sự đồng ý của trưởng đơn vị đào tạo phụ trách chương trình, ngành đào tạo và của hiệu trưởng.;__label__Dao_tao
sinh viên được xem xét chuyển từ đào tạo theo hình thức chính quy sang hình thức vừa làm vừa học hoặc hình thức đào tạo từ xa của trường nếu còn đủ thời gian học tập theo quy định đối với hình thức chuyển đến và được sự đồng ý của hiệu trưởng.;__label__Dao_tao
trao đổi sinh viên và hợp tác trong đào tạo: trong hợp tác đào tạo giữa trường và cơ sở đào tạo khác, nếu được hiệu trưởng của hai cơ sở đào tạo đồng ý, sinh viên có thể đăng ký thực hiện học một số học phần tại cơ sở đào tạo khác.;__label__Dao_tao
số lượng tín chỉ mà sinh viên tích lũy tại cơ sở đào tạo khác nếu có không vượt quá 25% tổng khối lượng của chương trình đào tạo.;__label__Dao_tao
sinh viên chuyển cơ sở đào tạo, chuyển chương trình, ngành đào tạo hoặc chuyển hình thức học sinh viên trao đổi và hợp tác trong đào tạo được xem xét công nhận kết quả học tập hoặc chuyển đổi tín chỉ đã tích lũy theo quy định hiện hành của trường.;__label__Dao_tao
"chương II  
 TỔ CHỨC ĐÀO TẠO  
 điều 13. trách nhiệm của trường đại học cần thơ và sinh viên trong việc đăng ký học phần
trách nhiệm của trường đại học cần thơ:";__label__Dao_tao
đầu khóa học, trường cung cấp cho sinh viên kế hoạch học tập chuẩn toàn khóa của ngành học, quy định về công tác học vụ và bố trí cố vấn học tập cho từng lớp chuyên ngành.;__label__Dao_tao
viên chức phụ trách công tác cố vấn học tập chịu trách nhiệm quản lý sinh viên căn cứ kế hoạch học tập chuẩn toàn khóa, tư vấn sinh viên xây dựng kế hoạch học tập và thực hiện quá trình học tập theo đúng quy định của trường.;__label__Dao_tao
đầu mỗi học kỳ, trường thông báo cho sinh viên những học phần sẽ giảng dạy trong học kỳ đó và thời khóa biểu của từng học phần tương ứng.;__label__Dao_tao
trách nhiệm của sinh viên: sinh viên phải thực hiện đăng ký học phần trước khi học kỳ mới bắt đầu sinh viên mới trúng tuyển không phải đăng ký học phần cho học kỳ đầu tiên của khóa học. các học phần đăng ký phải theo kế hoạch học tập toàn khóa.;__label__Dao_tao
"điều 14. số tín chỉ đăng ký trong một học kỳ
để bảo đảm tiến độ thời gian hoàn thành khóa học và chất lượng học tập, mỗi học kỳ sinh viên được đăng ký với số lượng tín chỉ như sau:  
sinh viên được đăng ký học tối đa 20 tín chỉ/học kỳ.";__label__Dao_tao
đối với học kỳ đầu tiên, sinh viên không phải đăng ký học phần. các học phần của học kỳ này sẽ do trường đại học cần thơ bố trí.;__label__Dao_tao
"tùy theo năng lực học tập và điều kiện cá nhân, sinh viên nên đăng ký học với số tín chỉ phù hợp để đạt kết quả học tập tốt.  

 điều 15. quy trình đăng ký học phần";__label__Dao_tao
sinh viên dựa vào kế hoạch học tập toàn khóa và thời khóa biểu các học phần giảng dạy trong học kỳ do trường đại học cần thơ công bố để đăng ký học phần tại hệ thống quản lý trực tuyến theo kế hoạch;__label__Dao_tao
tuyến theo kế hoạch chung. sau tuần lễ thứ 2 của học kỳ, sinh viên vào hệ thống quản lý trực tuyến để in kết quả đăng ký học phần.;__label__Dao_tao
"lưu ý:  
danh mục các lớp học phần dự kiến mở trong học kỳ được công bố tại trang thông tin điện tử của trường đại học cần thơ chậm nhất 6 tuần trước khi bắt đầu học kỳ.";__label__Dao_tao
danh mục các lớp học phần không đủ điều kiện tổ chức giảng dạy sẽ được công bố tại trang thông tin điện tử của trường đại học cần thơ 1 tuần trước khi bắt đầu học kỳ.;__label__Dao_tao
trong 1 tuần đầu của học kỳ, sinh viên có thể xóa những học phần đã đăng ký hoặc đăng ký bổ sung những học phần mới trừ các học phần thực hành, thí nghiệm, thực tập tại cơ sở, giáo dục quốc phòng và;__label__Dao_tao
dục quốc phòng và an ninh, giáo dục thể chất thay cho các học phần mà trường đại học cần thơ không thể mở được. sau thời gian trên, kết quả đăng ký học phần của sinh viên sẽ được cố định.;__label__Dao_tao
chậm nhất là tuần lễ thứ 6 của học kỳ nếu thấy việc học khó khăn có thể dẫn đến kết quả kém, sinh viên có thể rút bớt học phần đã đăng ký nhưng không được trả lại học phí. muốn rút bớt học phần, sinh;__label__Dao_tao
bớt học phần, sinh viên vào hệ thống quản lý trực tuyến của trường đại học cần thơ để thực hiện. những học phần đã rút sẽ nhận điểm W (điểm học phần SV được phép rút theo quy định) trong bảng điểm của học kỳ đó;__label__Dao_tao
sinh viên đã đăng ký học phần nhưng không đi học hoặc không dự thi kết thúc học phần sẽ nhận điểm F (điểm < 4.0 và không được tích luỹ học phần đó) của học phần đó.;__label__Dao_tao
điều 16. xóa và mở thêm lớp học phần xóa lớp học phần: trường đại học cần thơ sẽ xóa những lớp học phần có số lượng đăng ký ít hơn 20 sinh viên, những trường hợp đặc biệt do hiệu trưởng quyết định. trong tuần đầu học kỳ, những sinh viên;__label__Dao_tao
kỳ, những sinh viên đã đăng ký các học phần bị xóa do không đủ điều kiện mở lớp được phép đăng ký học phần khác để thay thế trừ các học phần thực hành, thí nghiệm, thực tập tại cơ sở, giáo dục quốc phòng và an ninh, giáo dục thể chất;__label__Dao_tao
mở thêm lớp học phần: trong thời gian quy định đăng ký học phần của học kỳ, nếu có từ 20 sinh viên trở lên có nguyện vọng học, được trưởng bộ môn thuộc khoa, viện hoặc trung tâm hoặc trưởng khoa;__label__Dao_tao
hoặc trưởng khoa thuộc trường chuyên ngành quản lý học phần đó chấp thuận, trường đại học cần thơ sẽ mở thêm lớp học phần theo đề nghị.;__label__Dao_tao
điều 17. đăng ký học lại các học phần có điểm F (điểm < 4.0 và không được tích luỹ học phần đó) không được tích lũy. nếu là học phần bắt buộc sinh viên phải đăng ký học lại những học phần này nếu là học phần tự chọn, sinh viên có thể đăng ký học lại hoặc chọn học phần tự chọn khác.;__label__Dao_tao
sinh viên có thể đăng ký học để cải thiện kết quả. điểm của học phần sẽ là điểm cao nhất trong các lần học. số tín chỉ của học phần học cải thiện bị điểm F (điểm < 4.0 và không được tích luỹ học phần đó) sẽ không tính giảm một mức hạng tốt nghiệp theo quy định.;__label__Dao_tao
đối với học phần tự chọn, nếu sinh viên tích lũy số tín chỉ nhiều hơn yêu cầu của nhóm học phần tự chọn, khi xét tốt nghiệp sinh viên có thể lựa chọn học phần có điểm cao để tính vào điểm trung bình chung tích luỹ;__label__Dao_tao
điều 18. nghỉ học tạm thời, cảnh báo học tập, đình chỉ học tập và buộc thôi học;__label__Dao_tao
"nghỉ học tạm thời: sinh viên có thể làm đơn xin phép nghỉ học tạm thời trong các trường hợp sau đây:  
được điều động vào các lực lượng vũ trang.";__label__Dao_tao
được cơ quan có thẩm quyền điều động, đại diện quốc gia tham dự các kỳ thi, giải đấu quốc tế.;__label__Dao_tao
bị ốm, thai sản hoặc tai nạn phải điều trị trong thời gian dài có chứng nhận của cơ sở khám bệnh, chữa bệnh có thẩm quyền theo quy định của bộ Y tế.;__label__Dao_tao
vì lý do cá nhân hoàn cảnh gia đình neo đơn, việc riêng,.... trường hợp này chỉ giải quyết khi sinh viên đã học ít nhất 1 học kỳ ở trường đại học cần thơ, không thuộc các trường hợp bị xem xét buộc;__label__Dao_tao
hợp bị xem xét buộc thôi học hoặc xem xét kỷ luật. thời gian nghỉ học tạm thời trong trường hợp này được tính vào thời gian học tập tối đa để hoàn thành chương trình đào tạo theo quy định.;__label__Dao_tao
nếu được chấp thuận, sinh viên sẽ được nhận quyết định cho phép nghỉ học tạm thời của hiệu trưởng. khi hết thời gian nghỉ học tạm thời và chậm nhất là 2 tuần trước khi học kỳ mới bắt đầu, sinh viên;__label__Dao_tao
bắt đầu, sinh viên phải nộp hồ sơ đề nghị được học lại. nếu đủ điều kiện, hiệu trưởng sẽ có quyết định thu nhận sinh viên học lại.;__label__Dao_tao
"cảnh báo học tập là hình thức cảnh báo sinh viên trong các trường hợp:  
có điểm trung bình chung học kỳ đạt dưới 0,80 đối với học kỳ đầu của khóa học, dưới 1,00 đối với các học kỳ tiếp theo.";__label__Dao_tao
không đăng ký học trong học kỳ mà không được sự cho phép của hiệu trưởng.;__label__Dao_tao
từ khóa 47 trở về sau, ngoài áp dụng quy định tại điểm a và điểm b khoản này, sinh viên bị cảnh báo học tập trong các trường hợp:;__label__Dao_tao
tổng số tín chỉ không đạt trong học kỳ vượt quá 50% khối lượng đã đăng ký học trong học kỳ, hoặc tổng số tín chỉ nợ đọng từ đầu khóa học vượt quá 24 tín chỉ;__label__Dao_tao
điểm trung bình tích lũy đạt dưới 1,2 đối với sinh viên trình độ năm thứ nhất, dưới 1,4 đối với sinh viên trình độ năm thứ hai, dưới 1,6 đối với sinh viên trình độ năm thứ ba, dưới 1,8 đối với sinh viên các năm tiếp theo.;__label__Dao_tao
"đình chỉ học tập 1 học kỳ trong các trường hợp:  
bị kỷ luật ở mức đình chỉ học tập 1 học kỳ.  
có điểm rèn luyện yếu, kém trong 2 học kỳ liên tiếp.";__label__Dao_tao
đình chỉ học tập 1 năm trong trường hợp bị kỷ luật ở mức đình chỉ học tập.;__label__Dao_tao
"buộc thôi học trong các trường hợp:  
bị kỷ luật ở mức buộc thôi học.";__label__Dao_tao
"đã bị cảnh báo học tập và học kỳ kế tiếp có điểm trung bình chung học kỳ dưới 1,00. những trường hợp đặc biệt sẽ do hiệu trưởng quyết định.  
nghỉ học tạm thời quá thời hạn cho phép.";__label__Dao_tao
"không đăng ký học trong 2 học kỳ liên tiếp mà không được sự cho phép của hiệu trưởng.  
không đóng học phí 2 học kỳ liên tiếp.  
có điểm rèn luyện yếu, kém 2 học kỳ liên tiếp lần thứ hai.
thời gian học tập vượt quá thời hạn theo quy định.";__label__Dao_tao
người học sử dụng hồ sơ, văn bằng, chứng chỉ giả làm điều kiện trúng tuyển hoặc điều kiện tốt nghiệp văn bằng tốt nghiệp nếu đã được cấp sẽ bị thu hồi, hủy bỏ.;__label__Dao_tao
những trường hợp bị buộc thôi học tại điểm b, điểm g, sinh viên có thể xin xét chuyển sang học các chương trình giáo dục thường xuyên tương ứng nếu có.;__label__Dao_tao
sinh viên có thể xin thôi học vì lý do cá nhân, trừ trường hợp bị xem xét buộc thôi học hoặc xem xét kỷ luật. những sinh viên này muốn quay trở lại học phải dự tuyển đầu vào.;__label__Dao_tao
sinh viên được bảo lưu kết quả học tập đã tích lũy trong trường hợp bị buộc thôi học hoặc được thôi học vì lý do cá nhân.;__label__Dao_tao
cố vấn học tập thông báo về gia đình những trường hợp sinh viên bị cảnh báo học tập và bị xử lý kỷ luật. trường đại học cần thơ gửi quyết định về địa phương và gia đình các trường hợp sinh viên bị đình chỉ học tập hoặc buộc thôi học.;__label__Dao_tao
điều 19. giờ lên lớp sinh viên phải dự 100% số tiết đối với các học phần thực hành, thí nghiệm, thực tập tại cơ sở, giáo dục quốc phòng và an ninh, giáo dục thể chất phải tham gia dự thi tối thiểu 80% số tiết đối với các;__label__Dao_tao
số tiết đối với các học phần lý thuyết. sinh viên vắng tham gia lớp nhiều hơn thời gian quy định sẽ bị cấm thi. giảng viên giảng dạy học phần đề nghị trưởng đơn vị đào tạo duyệt danh sách sinh viên;__label__Dao_tao
danh sách sinh viên bị cấm thi và cho điểm F (điểm < 4.0 và không được tích luỹ học phần đó) vào bảng điểm.;__label__Dao_tao
vào đầu học kỳ, giảng viên thông báo cho sinh viên biết đề cương chi tiết học phần nội dung học phần, chuẩn đầu ra của học phần, phương pháp giảng dạy, hình thức kiểm tra, đánh giá, cách tính điểm,…;__label__Dao_tao
công tác giảng dạy, học tập được thực hiện 6 ngày/tuần trừ chủ nhật. thời gian giảng dạy trong ngày được phân bố như bảng dưới đây:;__label__Dao_tao
"BUỔI HỌC  TIẾT  GIỜ HỌC  THỜI GIAN NGHỈ   
 ---  ---  ---  --- 
Sáng
 1  07:00  07:50  không   
 2  07:50  08:40  10 phút   
 3  08:50 - 09:40  10 phút   
 4  09:50 - 10:40  không";__label__Dao_tao
"5  10:40  11:30    
 6  13:30  14:20  không   
 7  14:20  15:10  10 phút   
 CHIỀU 
8  15:20 - 16:10  không   
 9  16:10  17:00    
 10  tiết nghỉ chung    
 11  18:20  19:10  không 
TỐI 
12  19:10  20:00";__label__Dao_tao
điều 20. học cùng lúc hai chương trình trong quá trình học, sinh viên có thể học thêm chương trình thứ hai. khi tích lũy đầy đủ những học phần theo chương trình thứ hai, sinh viên sẽ được cấp văn bằng của chương trình thứ hai.;__label__Dao_tao
"điều kiện để học cùng lúc hai chương trình:  
ngành đào tạo ở chương trình thứ hai phải khác ngành đào tạo ở chương trình thứ nhất.";__label__Dao_tao
đối với sinh viên tuyển sinh đào tạo từ năm học 2020 - 2021 khóa 46 trở về trước, sinh viên phải hoàn thành học kỳ đầu tiên và có điểm trung bình chung tích lũy từ 2.00 trở lên. đối với sinh viên;__label__Dao_tao
đối với sinh viên thuộc khóa 47 trở về sau, sinh viên được xếp trình độ năm thứ hai của chương trình thứ nhất và sinh viên phải đáp ứng 01 trong 02 điều kiện như sau tại thời điểm đăng ký:;__label__Dao_tao
có điểm trung bình chung tích lũy từ 2,50 trở lên và đáp ứng ngưỡng bảo đảm chất lượng của chương trình thứ hai trong năm tuyển sinh điểm sàn và các điều kiện khác nếu có;__label__Dao_tao
hoặc có điểm trung bình chung tích lũy từ 2,00 trở lên và đáp ứng điều kiện trúng tuyển của chương trình thứ hai trong năm tuyển sinh điểm chuẩn và các điều kiện khác nếu có.;__label__Dao_tao
đơn vị đào tạo quản lý chương trình thứ hai còn khả năng tiếp nhận thêm sinh viên.;__label__Dao_tao
"thủ tục đăng ký học thêm chương trình thứ hai:  
sinh viên đăng ký học chương trình thứ hai vào đầu mỗi học kỳ theo thông báo của trường.";__label__Dao_tao
khi có quyết định chấp thuận học cùng lúc hai chương trình, sinh viên tự nghiên cứu chương trình đào tạo của chương trình thứ hai và bổ sung các học phần cần phải học vào kế hoạch học tập toàn khóa để đăng ký học phần;__label__Dao_tao
sau khi tốt nghiệp chương trình thứ nhất, sinh viên sẽ được chuyển về đơn vị đào tạo quản lý chương trình thứ hai để quản lý và được bố trí cố vấn học tập mới. đơn vị đào tạo quản lý chương trình thứ;__label__Dao_tao
lý chương trình thứ hai sẽ xét các học phần của chương trình thứ hai sinh viên được miễn do sinh viên đã tích lũy các học phần này ở chương trình thứ nhất và sinh viên sẽ xây dựng kế hoạch học tập của chương trình thứ hai dưới sự hướng dẫn của cố vấn học tập mới.;__label__Dao_tao
sinh viên học cùng lúc hai chương trình chỉ được hưởng các chế độ quyền lợi đối với chương trình thứ nhất.;__label__Dao_tao
tổng số tín chỉ sinh viên học cùng lúc hai chương trình được phép đăng ký tối đa trong học kỳ được thực hiện theo quy định của điều 14 của quy định này.;__label__Dao_tao
